,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8436405463812963
1,1.0,0.05,0.0,0.0025000000000000005,0.0,0.0,0.00012500000000000003,0.0,0.0,0.0,6.250000000000002e-06,0.0,0.0,0.0,0.0,3.1250000000000013e-07,0.0,0.0,0.0,0.0,0.0,0.5289090888799393
2,1.0,0.1,0.0,0.010000000000000002,0.0,0.0,0.0010000000000000002,0.0,0.0,0.0,0.00010000000000000003,0.0,0.0,0.0,0.0,1.0000000000000004e-05,0.0,0.0,0.0,0.0,0.0,0.7207574429277414
3,1.0,0.15000000000000002,0.0,0.022500000000000006,0.0,0.0,0.0033750000000000013,0.0,0.0,0.0,0.0005062500000000003,0.0,0.0,0.0,0.0,7.593750000000005e-05,0.0,0.0,0.0,0.0,0.0,0.6939144719634784
4,1.0,0.2,0.0,0.04000000000000001,0.0,0.0,0.008000000000000002,0.0,0.0,0.0,0.0016000000000000005,0.0,0.0,0.0,0.0,0.00032000000000000013,0.0,0.0,0.0,0.0,0.0,1.1073546079704955
5,1.0,0.25,0.0,0.0625,0.0,0.0,0.015625,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.6855965582848278
6,1.0,0.30000000000000004,0.0,0.09000000000000002,0.0,0.0,0.02700000000000001,0.0,0.0,0.0,0.008100000000000005,0.0,0.0,0.0,0.0,0.0024300000000000016,0.0,0.0,0.0,0.0,0.0,0.8703796190894671
7,1.0,0.35000000000000003,0.0,0.12250000000000003,0.0,0.0,0.04287500000000001,0.0,0.0,0.0,0.015006250000000006,0.0,0.0,0.0,0.0,0.0052521875000000025,0.0,0.0,0.0,0.0,0.0,1.1829960830010542
8,1.0,0.4,0.0,0.16000000000000003,0.0,0.0,0.06400000000000002,0.0,0.0,0.0,0.025600000000000008,0.0,0.0,0.0,0.0,0.010240000000000004,0.0,0.0,0.0,0.0,0.0,0.7974872202062616
9,1.0,0.45,0.0,0.2025,0.0,0.0,0.09112500000000001,0.0,0.0,0.0,0.04100625000000001,0.0,0.0,0.0,0.0,0.018452812500000006,0.0,0.0,0.0,0.0,0.0,0.17448224464400747
10,1.0,0.5,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.17522271985184845
11,1.0,0.55,0.0,0.30250000000000005,0.0,0.0,0.16637500000000005,0.0,0.0,0.0,0.09150625000000004,0.0,0.0,0.0,0.0,0.050328437500000024,0.0,0.0,0.0,0.0,0.0,0.43474001429405684
12,1.0,0.6000000000000001,0.0,0.3600000000000001,0.0,0.0,0.21600000000000008,0.0,0.0,0.0,0.12960000000000008,0.0,0.0,0.0,0.0,0.07776000000000005,0.0,0.0,0.0,0.0,0.0,-0.19147926070841026
13,1.0,0.65,0.0,0.42250000000000004,0.0,0.0,0.27462500000000006,0.0,0.0,0.0,0.17850625000000006,0.0,0.0,0.0,0.0,0.11602906250000004,0.0,0.0,0.0,0.0,0.0,0.039960420759974635
14,1.0,0.7000000000000001,0.0,0.4900000000000001,0.0,0.0,0.3430000000000001,0.0,0.0,0.0,0.2401000000000001,0.0,0.0,0.0,0.0,0.16807000000000008,0.0,0.0,0.0,0.0,0.0,0.42492566024817296
15,1.0,0.75,0.0,0.5625,0.0,0.0,0.421875,0.0,0.0,0.0,0.31640625,0.0,0.0,0.0,0.0,0.2373046875,0.0,0.0,0.0,0.0,0.0,0.21466401690482717
16,1.0,0.8,0.0,0.6400000000000001,0.0,0.0,0.5120000000000001,0.0,0.0,0.0,0.40960000000000013,0.0,0.0,0.0,0.0,0.32768000000000014,0.0,0.0,0.0,0.0,0.0,0.8050862571106185
17,1.0,0.8500000000000001,0.0,0.7225000000000001,0.0,0.0,0.6141250000000001,0.0,0.0,0.0,0.5220062500000002,0.0,0.0,0.0,0.0,0.4437053125000002,0.0,0.0,0.0,0.0,0.0,0.009368540540636627
18,1.0,0.9,0.0,0.81,0.0,0.0,0.7290000000000001,0.0,0.0,0.0,0.6561000000000001,0.0,0.0,0.0,0.0,0.5904900000000002,0.0,0.0,0.0,0.0,0.0,-0.14986306396950205
19,1.0,0.9500000000000001,0.0,0.9025000000000001,0.0,0.0,0.8573750000000001,0.0,0.0,0.0,0.8145062500000002,0.0,0.0,0.0,0.0,0.7737809375000002,0.0,0.0,0.0,0.0,0.0,-0.13246597224826068
20,1.0,0.0,0.05,0.0,0.0,0.0025000000000000005,0.0,0.0,0.0,0.00012500000000000003,0.0,0.0,0.0,0.0,6.250000000000002e-06,0.0,0.0,0.0,0.0,0.0,3.1250000000000013e-07,0.791201163612842
21,1.0,0.05,0.05,0.0025000000000000005,0.0025000000000000005,0.0025000000000000005,0.00012500000000000003,0.00012500000000000003,0.00012500000000000003,0.00012500000000000003,6.250000000000002e-06,6.250000000000002e-06,6.250000000000002e-06,6.250000000000002e-06,6.250000000000002e-06,3.1250000000000013e-07,3.1250000000000013e-07,3.1250000000000013e-07,3.1250000000000013e-07,3.1250000000000013e-07,3.1250000000000013e-07,0.7988842548340693
22,1.0,0.1,0.05,0.010000000000000002,0.005000000000000001,0.0025000000000000005,0.0010000000000000002,0.0005000000000000001,0.00025000000000000006,0.00012500000000000003,0.00010000000000000003,5.0000000000000016e-05,2.5000000000000008e-05,1.2500000000000004e-05,6.250000000000002e-06,1.0000000000000004e-05,5.000000000000002e-06,2.500000000000001e-06,1.2500000000000005e-06,6.250000000000003e-07,3.1250000000000013e-07,1.5757693268492714
23,1.0,0.15000000000000002,0.05,0.022500000000000006,0.0075000000000000015,0.0025000000000000005,0.0033750000000000013,0.0011250000000000003,0.0003750000000000001,0.00012500000000000003,0.0005062500000000003,0.00016875000000000006,5.625000000000002e-05,1.875000000000001e-05,6.250000000000002e-06,7.593750000000005e-05,2.5312500000000016e-05,8.437500000000003e-06,2.812500000000001e-06,9.375000000000004e-07,3.1250000000000013e-07,0.829883396200926
24,1.0,0.2,0.05,0.04000000000000001,0.010000000000000002,0.0025000000000000005,0.008000000000000002,0.0020000000000000005,0.0005000000000000001,0.00012500000000000003,0.0016000000000000005,0.00040000000000000013,0.00010000000000000003,2.5000000000000008e-05,6.250000000000002e-06,0.00032000000000000013,8.000000000000003e-05,2.000000000000001e-05,5.000000000000002e-06,1.2500000000000005e-06,3.1250000000000013e-07,0.9752009076336317
25,1.0,0.25,0.05,0.0625,0.0125,0.0025000000000000005,0.015625,0.003125,0.0006250000000000001,0.00012500000000000003,0.00390625,0.00078125,0.00015625000000000003,3.125000000000001e-05,6.250000000000002e-06,0.0009765625,0.0001953125,3.906250000000001e-05,7.812500000000002e-06,1.5625000000000005e-06,3.1250000000000013e-07,1.1855706485977642
26,1.0,0.30000000000000004,0.05,0.09000000000000002,0.015000000000000003,0.0025000000000000005,0.02700000000000001,0.004500000000000001,0.0007500000000000002,0.00012500000000000003,0.008100000000000005,0.0013500000000000005,0.00022500000000000008,3.750000000000002e-05,6.250000000000002e-06,0.0024300000000000016,0.00040500000000000025,6.750000000000003e-05,1.1250000000000004e-05,1.875000000000001e-06,3.1250000000000013e-07,0.7916782151314872
27,1.0,0.35000000000000003,0.05,0.12250000000000003,0.0175,0.0025000000000000005,0.04287500000000001,0.006125000000000002,0.0008750000000000001,0.00012500000000000003,0.015006250000000006,0.0021437500000000007,0.0003062500000000001,4.3750000000000006e-05,6.250000000000002e-06,0.0052521875000000025,0.0007503125000000003,0.00010718750000000004,1.5312500000000006e-05,2.1875000000000002e-06,3.1250000000000013e-07,0.8383995180353507
28,1.0,0.4,0.05,0.16000000000000003,0.020000000000000004,0.0025000000000000005,0.06400000000000002,0.008000000000000002,0.0010000000000000002,0.00012500000000000003,0.025600000000000008,0.003200000000000001,0.00040000000000000013,5.0000000000000016e-05,6.250000000000002e-06,0.010240000000000004,0.0012800000000000005,0.00016000000000000007,2.000000000000001e-05,2.500000000000001e-06,3.1250000000000013e-07,0.6168673324892774
29,1.0,0.45,0.05,0.2025,0.022500000000000003,0.0025000000000000005,0.09112500000000001,0.010125000000000002,0.0011250000000000001,0.00012500000000000003,0.04100625000000001,0.00455625,0.0005062500000000001,5.625000000000001e-05,6.250000000000002e-06,0.018452812500000006,0.0020503125000000005,0.00022781250000000004,2.5312500000000005e-05,2.8125000000000006e-06,3.1250000000000013e-07,0.6217152757692617
30,1.0,0.5,0.05,0.25,0.025,0.0025000000000000005,0.125,0.0125,0.0012500000000000002,0.00012500000000000003,0.0625,0.00625,0.0006250000000000001,6.250000000000001e-05,6.250000000000002e-06,0.03125,0.003125,0.00031250000000000006,3.125000000000001e-05,3.125000000000001e-06,3.1250000000000013e-07,-0.09831736428428267
31,1.0,0.55,0.05,0.30250000000000005,0.027500000000000004,0.0025000000000000005,0.16637500000000005,0.015125000000000003,0.0013750000000000004,0.00012500000000000003,0.09150625000000004,0.008318750000000003,0.0007562500000000002,6.875000000000002e-05,6.250000000000002e-06,0.050328437500000024,0.004575312500000002,0.0004159375000000002,3.781250000000001e-05,3.437500000000001e-06,3.1250000000000013e-07,0.5693509181377547
32,1.0,0.6000000000000001,0.05,0.3600000000000001,0.030000000000000006,0.0025000000000000005,0.21600000000000008,0.018000000000000006,0.0015000000000000005,0.00012500000000000003,0.12960000000000008,0.010800000000000004,0.0009000000000000003,7.500000000000003e-05,6.250000000000002e-06,0.07776000000000005,0.006480000000000004,0.0005400000000000002,4.5000000000000016e-05,3.750000000000002e-06,3.1250000000000013e-07,0.29047746044904593
33,1.0,0.65,0.05,0.42250000000000004,0.0325,0.0025000000000000005,0.27462500000000006,0.021125000000000005,0.0016250000000000001,0.00012500000000000003,0.17850625000000006,0.013731250000000004,0.0010562500000000003,8.125000000000001e-05,6.250000000000002e-06,0.11602906250000004,0.008925312500000003,0.0006865625000000002,5.2812500000000017e-05,4.0625000000000005e-06,3.1250000000000013e-07,0.3804037362833696
34,1.0,0.7000000000000001,0.05,0.4900000000000001,0.035,0.0025000000000000005,0.3430000000000001,0.024500000000000008,0.0017500000000000003,0.00012500000000000003,0.2401000000000001,0.017150000000000006,0.0012250000000000004,8.750000000000001e-05,6.250000000000002e-06,0.16807000000000008,0.012005000000000005,0.0008575000000000003,6.125000000000003e-05,4.3750000000000005e-06,3.1250000000000013e-07,0.1928970919444316
35,1.0,0.75,0.05,0.5625,0.037500000000000006,0.0025000000000000005,0.421875,0.028125,0.0018750000000000004,0.00012500000000000003,0.31640625,0.02109375,0.0014062500000000002,9.375000000000003e-05,6.250000000000002e-06,0.2373046875,0.0158203125,0.0010546875,7.031250000000001e-05,4.687500000000002e-06,3.1250000000000013e-07,0.7863899158776746
36,1.0,0.8,0.05,0.6400000000000001,0.04000000000000001,0.0025000000000000005,0.5120000000000001,0.03200000000000001,0.0020000000000000005,0.00012500000000000003,0.40960000000000013,0.025600000000000008,0.0016000000000000005,0.00010000000000000003,6.250000000000002e-06,0.32768000000000014,0.02048000000000001,0.0012800000000000005,8.000000000000003e-05,5.000000000000002e-06,3.1250000000000013e-07,-0.3517482245189129
37,1.0,0.8500000000000001,0.05,0.7225000000000001,0.04250000000000001,0.0025000000000000005,0.6141250000000001,0.03612500000000001,0.0021250000000000006,0.00012500000000000003,0.5220062500000002,0.030706250000000008,0.0018062500000000006,0.00010625000000000003,6.250000000000002e-06,0.4437053125000002,0.026100312500000014,0.0015353125000000004,9.031250000000003e-05,5.312500000000002e-06,3.1250000000000013e-07,0.649371629676426
38,1.0,0.9,0.05,0.81,0.045000000000000005,0.0025000000000000005,0.7290000000000001,0.04050000000000001,0.0022500000000000003,0.00012500000000000003,0.6561000000000001,0.03645,0.0020250000000000003,0.00011250000000000002,6.250000000000002e-06,0.5904900000000002,0.03280500000000001,0.0018225000000000003,0.00010125000000000002,5.625000000000001e-06,3.1250000000000013e-07,-0.01124420163910042
39,1.0,0.9500000000000001,0.05,0.9025000000000001,0.04750000000000001,0.0025000000000000005,0.8573750000000001,0.045125000000000005,0.0023750000000000004,0.00012500000000000003,0.8145062500000002,0.04286875000000001,0.0022562500000000004,0.00011875000000000003,6.250000000000002e-06,0.7737809375000002,0.04072531250000001,0.002143437500000001,0.00011281250000000002,5.937500000000002e-06,3.1250000000000013e-07,0.6135372723090717
40,1.0,0.0,0.1,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0010000000000000002,0.0,0.0,0.0,0.0,0.00010000000000000003,0.0,0.0,0.0,0.0,0.0,1.0000000000000004e-05,1.1779441544880003
41,1.0,0.05,0.1,0.0025000000000000005,0.005000000000000001,0.010000000000000002,0.00012500000000000003,0.00025000000000000006,0.0005000000000000001,0.0010000000000000002,6.250000000000002e-06,1.2500000000000004e-05,2.5000000000000008e-05,5.0000000000000016e-05,0.00010000000000000003,3.1250000000000013e-07,6.250000000000003e-07,1.2500000000000005e-06,2.500000000000001e-06,5.000000000000002e-06,1.0000000000000004e-05,1.2026454272965863
42,1.0,0.1,0.1,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.00010000000000000003,0.00010000000000000003,0.00010000000000000003,0.00010000000000000003,0.00010000000000000003,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.0000000000000004e-05,1.2341711441392937
43,1.0,0.15000000000000002,0.1,0.022500000000000006,0.015000000000000003,0.010000000000000002,0.0033750000000000013,0.0022500000000000007,0.0015000000000000005,0.0010000000000000002,0.0005062500000000003,0.0003375000000000001,0.00022500000000000008,0.00015000000000000007,0.00010000000000000003,7.593750000000005e-05,5.062500000000003e-05,3.3750000000000014e-05,2.2500000000000008e-05,1.5000000000000007e-05,1.0000000000000004e-05,1.7326356609757725
44,1.0,0.2,0.1,0.04000000000000001,0.020000000000000004,0.010000000000000002,0.008000000000000002,0.004000000000000001,0.0020000000000000005,0.0010000000000000002,0.0016000000000000005,0.0008000000000000003,0.00040000000000000013,0.00020000000000000006,0.00010000000000000003,0.00032000000000000013,0.00016000000000000007,8.000000000000003e-05,4.000000000000002e-05,2.000000000000001e-05,1.0000000000000004e-05,0.8980996772151797
45,1.0,0.25,0.1,0.0625,0.025,0.010000000000000002,0.015625,0.00625,0.0025000000000000005,0.0010000000000000002,0.00390625,0.0015625,0.0006250000000000001,0.00025000000000000006,0.00010000000000000003,0.0009765625,0.000390625,0.00015625000000000003,6.250000000000001e-05,2.5000000000000008e-05,1.0000000000000004e-05,0.8668620852791021
46,1.0,0.30000000000000004,0.1,0.09000000000000002,0.030000000000000006,0.010000000000000002,0.02700000000000001,0.009000000000000003,0.003000000000000001,0.0010000000000000002,0.008100000000000005,0.002700000000000001,0.0009000000000000003,0.00030000000000000014,0.00010000000000000003,0.0024300000000000016,0.0008100000000000005,0.0002700000000000001,9.000000000000003e-05,3.0000000000000014e-05,1.0000000000000004e-05,0.7447704021340794
47,1.0,0.35000000000000003,0.1,0.12250000000000003,0.035,0.010000000000000002,0.04287500000000001,0.012250000000000004,0.0035000000000000005,0.0010000000000000002,0.015006250000000006,0.004287500000000001,0.0012250000000000004,0.00035000000000000005,0.00010000000000000003,0.0052521875000000025,0.0015006250000000007,0.00042875000000000015,0.00012250000000000005,3.5000000000000004e-05,1.0000000000000004e-05,1.0650347787415737
48,1.0,0.4,0.1,0.16000000000000003,0.04000000000000001,0.010000000000000002,0.06400000000000002,0.016000000000000004,0.004000000000000001,0.0010000000000000002,0.025600000000000008,0.006400000000000002,0.0016000000000000005,0.00040000000000000013,0.00010000000000000003,0.010240000000000004,0.002560000000000001,0.0006400000000000003,0.00016000000000000007,4.000000000000002e-05,1.0000000000000004e-05,0.2245698917223703
49,1.0,0.45,0.1,0.2025,0.045000000000000005,0.010000000000000002,0.09112500000000001,0.020250000000000004,0.0045000000000000005,0.0010000000000000002,0.04100625000000001,0.0091125,0.0020250000000000003,0.0004500000000000001,0.00010000000000000003,0.018452812500000006,0.004100625000000001,0.0009112500000000002,0.00020250000000000004,4.500000000000001e-05,1.0000000000000004e-05,0.7793917504935662
50,1.0,0.5,0.1,0.25,0.05,0.010000000000000002,0.125,0.025,0.005000000000000001,0.0010000000000000002,0.0625,0.0125,0.0025000000000000005,0.0005000000000000001,0.00010000000000000003,0.03125,0.00625,0.0012500000000000002,0.00025000000000000006,5.0000000000000016e-05,1.0000000000000004e-05,0.31683853048465777
51,1.0,0.55,0.1,0.30250000000000005,0.05500000000000001,0.010000000000000002,0.16637500000000005,0.030250000000000006,0.005500000000000001,0.0010000000000000002,0.09150625000000004,0.016637500000000006,0.0030250000000000008,0.0005500000000000001,0.00010000000000000003,0.050328437500000024,0.009150625000000004,0.0016637500000000007,0.0003025000000000001,5.5000000000000016e-05,1.0000000000000004e-05,0.05904194457496187
52,1.0,0.6000000000000001,0.1,0.3600000000000001,0.06000000000000001,0.010000000000000002,0.21600000000000008,0.03600000000000001,0.006000000000000002,0.0010000000000000002,0.12960000000000008,0.021600000000000008,0.003600000000000001,0.0006000000000000003,0.00010000000000000003,0.07776000000000005,0.012960000000000008,0.002160000000000001,0.00036000000000000013,6.000000000000003e-05,1.0000000000000004e-05,0.04905822356205236
53,1.0,0.65,0.1,0.42250000000000004,0.065,0.010000000000000002,0.27462500000000006,0.04225000000000001,0.006500000000000001,0.0010000000000000002,0.17850625000000006,0.027462500000000008,0.004225000000000001,0.0006500000000000001,0.00010000000000000003,0.11602906250000004,0.017850625000000005,0.002746250000000001,0.00042250000000000013,6.500000000000001e-05,1.0000000000000004e-05,0.12848109790788734
